QGC WPL 110
0	0	3	16	10.0	0	0	23.000898311174993	23.0	0	0	1
1	0	3	16	10.0	0	0	23.00145349801361	23.001147227108362	0	0	1
2	0	3	16	10.0	0	0	23.000832780257927	23.002784378681216	0	0	1
3	0	3	16	10.0	0	0	22.998889626322764	23.003712504908286	0	0	1
4	0	3	16	10.0	0	0	22.996366254965977	23.0028680677709	0	0	1
5	0	3	16	10.0	0	0	22.994610132950054	23.0	0	0	1
6	0	3	16	10.0	0	0	22.994912756952367	22.995984705120737	0	0	1
7	0	3	16	10.0	0	0	22.997779252645525	22.992574990183428	0	0	1
8	0	3	16	10.0	0	0	23.002498340773784	22.991646863956355	0	0	1
9	0	3	16	10.0	0	0	23.007267490068045	22.994263864458194	0	0	1
